model,norm_mode,scaler,weighted,MAE,RMSE,MASE,exp_id,data_group_id,scaling_level,norm_type,norm_affine
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),None,0.1185,0.1469,0.7014,"gen_struc_break_mean_SNaive_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),std,0.1185,0.1469,0.7014,"gen_struc_break_mean_SNaive_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),None,0.1186,0.147,0.7017,"gen_struc_break_mean_SNaive_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,LogTransformer(),None,0.1093,0.1389,0.7322,"gen_struc_break_mean_SNaive_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,LogTransformer(),std,0.1093,0.1389,0.7322,"gen_struc_break_mean_SNaive_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,LogTransformer(),None,0.1093,0.1389,0.7322,"gen_struc_break_mean_SNaive_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,None,None,0.4299,0.5382,0.7099,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,None,None,False
SeasonalNaiveModel,none,StandardScaler(),None,0.4299,0.5382,0.7099,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,StandardScaler(),std,0.4299,0.5382,0.7099,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,StandardScaler(),None,0.4299,0.5382,0.7099,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,MinMaxScaler(),None,0.4299,0.5382,0.7099,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,MinMaxScaler(),std,0.4299,0.5382,0.7099,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,MinMaxScaler(),None,0.4299,0.5382,0.7099,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.4299,0.5382,0.7099,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,"RobustScaler(quantile_range=(5, 95))",std,0.4299,0.5382,0.7099,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.4299,0.5382,0.7099,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,PowerTransformer(),None,0.4299,0.5382,0.7099,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,PowerTransformer(),std,0.4299,0.5382,0.7099,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,PowerTransformer(),None,0.4299,0.5382,0.7099,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),None,0.4296,0.5377,0.7095,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),std,0.4296,0.5377,0.7095,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),None,0.4299,0.5381,0.7099,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,LogTransformer(),None,0.3648,0.4807,0.6992,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,LogTransformer(),std,0.3648,0.4807,0.6992,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,LogTransformer(),None,0.3648,0.4807,0.6992,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,None,None,0.2909,0.3642,0.7096,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,None,None,False
SeasonalNaiveModel,none,StandardScaler(),None,0.2909,0.3642,0.7096,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,StandardScaler(),std,0.2909,0.3642,0.7096,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,StandardScaler(),None,0.2909,0.3642,0.7096,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,MinMaxScaler(),None,0.2909,0.3642,0.7096,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,MinMaxScaler(),std,0.2909,0.3642,0.7096,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,MinMaxScaler(),None,0.2909,0.3642,0.7096,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.2909,0.3642,0.7096,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,"RobustScaler(quantile_range=(5, 95))",std,0.2909,0.3642,0.7096,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.2909,0.3642,0.7096,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,PowerTransformer(),None,0.2909,0.3642,0.7096,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,PowerTransformer(),std,0.2909,0.3642,0.7096,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,PowerTransformer(),None,0.2909,0.3642,0.7096,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),None,0.2907,0.3639,0.7091,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),std,0.2907,0.3639,0.7091,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),None,0.2909,0.3642,0.7096,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,LogTransformer(),None,0.2905,0.3638,0.7819,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,LogTransformer(),std,0.2905,0.3638,0.7819,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,LogTransformer(),None,0.2905,0.3638,0.7819,"gen_struc_break_mean_SNaive_n_ts_[10, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,None,None,0.21,0.2629,0.6668,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,None,None,False
SeasonalNaiveModel,none,StandardScaler(),None,0.21,0.2629,0.6668,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,StandardScaler(),std,0.21,0.2629,0.6668,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,StandardScaler(),None,0.21,0.2629,0.6668,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,MinMaxScaler(),None,0.21,0.2629,0.6668,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,MinMaxScaler(),std,0.21,0.2629,0.6668,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,MinMaxScaler(),None,0.21,0.2629,0.6668,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.21,0.2629,0.6668,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,"RobustScaler(quantile_range=(5, 95))",std,0.21,0.2629,0.6668,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.21,0.2629,0.6668,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,PowerTransformer(),None,0.21,0.2629,0.6668,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,PowerTransformer(),std,0.21,0.2629,0.6668,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,PowerTransformer(),None,0.21,0.2629,0.6668,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),None,0.2098,0.2625,0.6662,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),std,0.2098,0.2625,0.6662,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),None,0.2098,0.2625,0.6663,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,LogTransformer(),None,0.2085,0.2615,0.7317,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,LogTransformer(),std,0.2085,0.2615,0.7317,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,LogTransformer(),None,0.2085,0.2615,0.7317,"gen_struc_break_mean_SNaive_n_ts_[2, 1]_am_[10, 1]_of_[10, 1]_gr_None_[2, 0]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,None,None,0.2174,0.2756,0.6953,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,None,None,False
SeasonalNaiveModel,none,StandardScaler(),None,0.2174,0.2756,0.6953,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,StandardScaler(),std,0.2174,0.2756,0.6953,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,StandardScaler(),None,0.2174,0.2756,0.6953,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,MinMaxScaler(),None,0.2174,0.2756,0.6953,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,MinMaxScaler(),std,0.2174,0.2756,0.6953,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,MinMaxScaler(),None,0.2174,0.2756,0.6953,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.2174,0.2756,0.6953,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,"RobustScaler(quantile_range=(5, 95))",std,0.2174,0.2756,0.6953,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.2174,0.2756,0.6953,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,PowerTransformer(),None,0.2174,0.2756,0.6953,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,PowerTransformer(),std,0.2174,0.2756,0.6953,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,PowerTransformer(),None,0.2174,0.2756,0.6953,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),None,0.2174,0.2756,0.6952,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),std,0.2174,0.2756,0.6952,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),None,0.2174,0.2756,0.6954,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,LogTransformer(),None,0.2018,0.2615,0.7294,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,LogTransformer(),std,0.2018,0.2615,0.7294,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,LogTransformer(),None,0.2018,0.2615,0.7294,"gen_struc_break_mean_SNaive_n_ts_[2, 2, 2, 2]_am_[1, 10, 1, 10]_of_[1, 10, 1, 10]_gr_None_[0, 0, 2, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,None,None,0.3261,0.4073,0.7046,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,None,None,False
SeasonalNaiveModel,none,StandardScaler(),None,0.3261,0.4073,0.7046,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,StandardScaler(),std,0.3261,0.4073,0.7046,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,StandardScaler(),None,0.3261,0.4073,0.7046,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,MinMaxScaler(),None,0.3261,0.4073,0.7046,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,MinMaxScaler(),std,0.3261,0.4073,0.7046,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,MinMaxScaler(),None,0.3261,0.4073,0.7046,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.3261,0.4073,0.7046,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,"RobustScaler(quantile_range=(5, 95))",std,0.3261,0.4073,0.7046,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.3261,0.4073,0.7046,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,PowerTransformer(),None,0.3261,0.4073,0.7046,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,PowerTransformer(),std,0.3261,0.4073,0.7046,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,PowerTransformer(),None,0.3261,0.4073,0.7046,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),None,0.3258,0.4068,0.7041,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),std,0.3258,0.4068,0.7041,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,QuantileTransformer(output_distribution='normal'),None,0.326,0.4071,0.7044,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_dataset,None,False
SeasonalNaiveModel,none,LogTransformer(),None,0.3248,0.4054,1.1089,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,LogTransformer(),std,0.3248,0.4054,1.1089,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_time_series,None,False
SeasonalNaiveModel,none,LogTransformer(),None,0.3248,0.4054,1.1089,"gen_struc_break_mean_SNaive_n_ts_[5, 5]_am_[1, 1]_of_[0, 0]_gr_None_[2, 2]",STRU,per_dataset,None,False
TransformerModel,none,None,None,0.1613,0.2025,0.5509,"gen_struc_break_mean_TF_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,None,None,False
TransformerModel,none,StandardScaler(),None,0.1632,0.2042,0.5574,"gen_struc_break_mean_TF_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
TransformerModel,none,StandardScaler(),std,0.1632,0.2042,0.5574,"gen_struc_break_mean_TF_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
TransformerModel,none,StandardScaler(),None,0.1575,0.1981,0.5378,"gen_struc_break_mean_TF_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_dataset,None,False
TransformerModel,none,MinMaxScaler(),None,0.1669,0.2085,0.5698,"gen_struc_break_mean_TF_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
TransformerModel,none,MinMaxScaler(),std,0.1669,0.2085,0.5698,"gen_struc_break_mean_TF_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
TransformerModel,none,MinMaxScaler(),None,0.3192,0.3719,1.0902,"gen_struc_break_mean_TF_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_dataset,None,False
TransformerModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.1666,0.2088,0.5689,"gen_struc_break_mean_TF_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
TransformerModel,none,"RobustScaler(quantile_range=(5, 95))",std,0.1666,0.2088,0.5689,"gen_struc_break_mean_TF_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
TransformerModel,none,"RobustScaler(quantile_range=(5, 95))",None,0.1591,0.2,0.5433,"gen_struc_break_mean_TF_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_dataset,None,False
TransformerModel,none,PowerTransformer(),None,0.1666,0.2082,0.569,"gen_struc_break_mean_TF_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
TransformerModel,none,PowerTransformer(),std,0.1666,0.2082,0.569,"gen_struc_break_mean_TF_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
TransformerModel,none,PowerTransformer(),None,0.1708,0.2135,0.5832,"gen_struc_break_mean_TF_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_dataset,None,False
TransformerModel,none,QuantileTransformer(output_distribution='normal'),None,0.1705,0.2131,0.5824,"gen_struc_break_mean_TF_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
TransformerModel,none,QuantileTransformer(output_distribution='normal'),std,0.1705,0.2131,0.5824,"gen_struc_break_mean_TF_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_time_series,None,False
TransformerModel,none,QuantileTransformer(output_distribution='normal'),None,0.1875,0.2318,0.6403,"gen_struc_break_mean_TF_n_ts_[1, 10]_am_[10, 1]_of_[10, 1]_gr_None_[0, 2]",STRU,per_dataset,None,False
